C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_202.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_202.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_202.jpg,0,0,0,20.02857
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_279.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_279.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_279.jpg,0,0,0,19.86756
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_358.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_358.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_358.jpg,0,0,0,19.70781
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_435.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_435.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_435.jpg,0,0,0,19.54937
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_516.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_516.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_516.jpg,0,0,0,19.39221
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_595.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_595.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_595.jpg,0,0,0,19.23631
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_675.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_675.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_675.jpg,0,0,0,19.08166
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_756.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_756.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_756.jpg,0,0,0,18.92826
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_825.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_825.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_825.jpg,0,0,0,18.814
C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\center_2023_11_27_13_43_52_906.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\left_2023_11_27_13_43_52_906.jpg,C:\Users\teomeo\Desktop\aYEAR4\ST\CA2\imagesForCA2\IMG\right_2023_11_27_13_43_52_906.jpg,0,0,0,18.66274
